red,green,blue,alt,lat,lon
0.66015625,0.6640625,0.66796875,0.0,51.52057333333333,0.09731194444444444
0.53125,0.515625,0.50390625,0.0,51.520719444444445,0.09413472222222222
0.5546875,0.49609375,0.4609375,0.0,51.520719444444445,0.09413472222222222
0.38671875,0.28125,0.20703125,0.0,51.520719444444445,0.09413472222222222
0.5390625,0.484375,0.48046875,0.0,51.520719444444445,0.09413472222222222
0.5,0.47265625,0.47265625,0.0,51.520470833333334,0.09661361111111111
0.56640625,0.546875,0.5703125,0.0,51.520470833333334,0.09661361111111111
0.50390625,0.49609375,0.5,98.0,51.52118027777777,0.09670166666666666
0.44140625,0.3828125,0.36328125,98.0,51.52118027777777,0.09670166666666666
0.5625,0.48046875,0.47265625,98.0,51.52118027777777,0.09670166666666666
0.53515625,0.45703125,0.4765625,98.0,51.52118027777777,0.09670166666666666
0.53515625,0.48046875,0.4921875,98.0,51.52118027777777,0.09670166666666666
0.5546875,0.484375,0.49609375,98.0,51.52118027777777,0.09670166666666666
0.578125,0.46875,0.453125,80.0,51.520985277777775,0.09742638888888888
0.59375,0.52734375,0.546875,80.0,51.520985277777775,0.09742638888888888
0.65234375,0.56640625,0.58984375,75.0,51.52032583333333,0.09693138888888889
0.4375,0.43359375,0.4296875,75.0,51.52032583333333,0.09693138888888889
0.5859375,0.55859375,0.58984375,75.0,51.52032583333333,0.09693138888888889
0.50390625,0.48828125,0.4921875,75.0,51.52032583333333,0.09693138888888889
0.54296875,0.53125,0.5234375,75.0,51.52032583333333,0.09693138888888889
0.5,0.44140625,0.41015625,72.0,51.519861666666664,0.09708222222222222
0.80859375,0.8203125,0.83203125,72.0,51.519861666666664,0.09708222222222222
0.48046875,0.43359375,0.3671875,72.0,51.519861666666664,0.09708222222222222
0.625,0.58203125,0.546875,72.0,51.519861666666664,0.09708222222222222
0.69140625,0.66015625,0.625,72.0,51.519861666666664,0.09708222222222222
0.6328125,0.60546875,0.61328125,72.0,51.519861666666664,0.09708222222222222
0.0625,0.05859375,0.0546875,72.0,51.519861666666664,0.09708222222222222
0.6953125,0.703125,0.7109375,68.0,51.51904527777778,0.09734972222222221
0.671875,0.66796875,0.6796875,68.0,51.51904527777778,0.09734972222222221
0.62109375,0.6171875,0.62890625,88.0,51.518564166666664,0.09662833333333333
0.57421875,0.57421875,0.58203125,88.0,51.518564166666664,0.09662833333333333
0.5234375,0.46484375,0.40234375,88.0,51.518564166666664,0.09662833333333333
0.5859375,0.58203125,0.5859375,88.0,51.518564166666664,0.09662833333333333
0.671875,0.65234375,0.640625,88.0,51.518564166666664,0.09662833333333333
0.66015625,0.66796875,0.671875,56.0,51.51865166666666,0.09704305555555555
0.6171875,0.625,0.6328125,56.0,51.51865166666666,0.09704305555555555
0.70703125,0.70703125,0.72265625,56.0,51.51865166666666,0.09704305555555555
0.65625,0.65625,0.65625,56.0,51.51865166666666,0.09704305555555555
