"radius","dlat","dlon"
0.06,0.09,0.103923048454133
"lat","lon","alt","red","green","blue"
-1.76954214526761,-2.98463932262062,-1.05122028868565,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.88071627416648,-0.995488047190924,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.77679322571235,-0.928370980314273,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.67287017725822,-0.848308200335477,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.56894712880408,-0.754518250755289,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.46502408034995,-0.647300563226898,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.36110103189582,-0.528081716141328,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.25717798344169,-0.39918107396867,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.15325493498755,-0.263419094087669,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.04933188653342,-0.123740157196555,0.578125,0.5546875,0.56640625
-1.76954214526761,-1.94540883807929,0.0170412866932896,0.56640625,0.5390625,0.55859375
-1.76954214526761,-1.84148578962516,0.15635415132311,0.56640625,0.5390625,0.55859375
-1.76954214526761,-1.73756274117102,0.291877565849997,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-1.63363969271689,0.421469542212219,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-1.52971664426276,0.542996945718539,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-1.42579359580863,0.653969777794648,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-1.32187054735449,0.750787062404773,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-1.21794749890036,0.827302991569171,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-1.11402445044623,0.872467987514502,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-1.01010140199209,0.867652194436684,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-0.906178353537962,0.787328280854957,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-0.802255305083829,0.610525629009336,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-0.698332256629697,0.342716913849345,0.46484375,0.453125,0.43359375
-1.76954214526761,-0.594409208175564,0.0325336014663346,0.46484375,0.453125,0.43359375
-1.76954214526761,-0.490486159721431,-0.218666877770873,0.46484375,0.453125,0.43359375
-1.76954214526761,-0.386563111267299,-0.273545290276379,0.46484375,0.453125,0.43359375
-1.76954214526761,-0.282640062813166,-0.0658530075178123,0.671875,0.66015625,0.65625
-1.76954214526761,-0.178717014359034,0.334630485739471,0.671875,0.66015625,0.65625
-1.76954214526761,-0.0747939659049009,0.819959194948109,0.671875,0.66015625,0.65625
-1.76954214526761,0.0291290825492317,1.32580058871149,0.578776041666667,0.569661458333333,0.567708333333333
-1.76954214526761,0.133052131003364,1.8263413091418,0.578776041666667,0.569661458333333,0.567708333333333
-1.76954214526761,0.236975179457497,1.95214774538239,0.578776041666667,0.569661458333333,0.567708333333333
-1.76954214526761,0.34089822791163,1.73059706535138,0.578776041666667,0.569661458333333,0.567708333333333
-1.76954214526761,0.444821276365762,1.53293977045137,0.578776041666667,0.569661458333333,0.567708333333333
-1.76954214526761,0.548744324819895,1.35548740560293,0.578776041666667,0.569661458333333,0.567708333333333
-1.76954214526761,0.652667373274027,1.18946468410441,0.5671875,0.559375,0.55546875
-1.76954214526761,0.75659042172816,1.03611199383697,0.5671875,0.559375,0.55546875
-1.76954214526761,0.860513470182293,0.910452623280408,0.5671875,0.559375,0.55546875
-1.76954214526761,0.964436518636425,0.826371871929007,0.5671875,0.559375,0.55546875
-1.76954214526761,1.06835956709056,0.783059626847486,0.5263671875,0.521484375,0.5048828125
-1.76954214526761,1.17228261554469,0.765577773184554,0.5263671875,0.521484375,0.5048828125
-1.76954214526761,1.27620566399882,0.753095113040819,0.5263671875,0.521484375,0.5048828125
-1.76954214526761,1.38012871245296,0.727528721933986,0.73046875,0.728515625,0.734375
-1.76954214526761,1.48405176090709,0.679527241265424,0.73046875,0.728515625,0.734375
-1.76954214526761,1.58797480936122,0.609678072431007,0.73046875,0.728515625,0.734375
-1.76954214526761,1.69189785781535,0.524895097430053,0.73046875,0.728515625,0.734375
-1.76954214526761,1.79582090626949,0.433408639713339,0.73046875,0.728515625,0.734375
-1.76954214526761,1.89974395472362,0.341687619524773,0.73046875,0.728515625,0.734375
-1.76954214526761,2.00366700317775,0.253720390443552,0.73046875,0.728515625,0.734375
-1.76954214526761,2.10759005163188,0.171497306930322,0.73046875,0.728515625,0.734375
-1.76954214526761,2.21151310008602,0.0957332578735032,0.73046875,0.728515625,0.734375
-1.76954214526761,2.31543614854015,0.0264419047851896,0.73046875,0.728515625,0.734375
-1.76954214526761,2.41935919699428,-0.0366982647196149,0.73046875,0.728515625,0.734375
-1.76954214526761,2.52328224544842,-0.0941386136141571,0.73046875,0.728515625,0.734375
-1.76954214526761,2.62720529390255,-0.146356885735244,0.73046875,0.728515625,0.734375
-1.67954214526761,-2.93267779839355,-1.06983244313593,0.578125,0.5546875,0.56640625
-1.67954214526761,-2.82875474993942,-1.01145508309083,0.578125,0.5546875,0.56640625
-1.67954214526761,-2.72483170148528,-0.939142465184493,0.578125,0.5546875,0.56640625
-1.67954214526761,-2.62090865303115,-0.85100676608032,0.578125,0.5546875,0.56640625
-1.67954214526761,-2.51698560457702,-0.746467474211067,0.578125,0.5546875,0.56640625
-1.67954214526761,-2.41306255612289,-0.626586807277926,0.578125,0.5546875,0.56640625
-1.67954214526761,-2.30913950766875,-0.493884181671661,0.578125,0.5546875,0.56640625
-1.67954214526761,-2.20521645921462,-0.351748981598554,0.578125,0.5546875,0.56640625
-1.67954214526761,-2.10129341076049,-0.203790044117822,0.578125,0.5546875,0.56640625
-1.67954214526761,-1.99737036230636,-0.0533835848624765,0.578125,0.5546875,0.56640625
-1.67954214526761,-1.89344731385222,0.0965256327123433,0.56640625,0.5390625,0.55859375
-1.67954214526761,-1.78952426539809,0.243452094301898,0.56640625,0.5390625,0.55859375
-1.67954214526761,-1.68560121694396,0.385330805357356,0.561941964285714,0.551897321428571,0.555803571428571
-1.67954214526761,-1.58167816848982,0.520459782900059,0.561941964285714,0.551897321428571,0.555803571428571
-1.67954214526761,-1.47775512003569,0.647370831969987,0.561941964285714,0.551897321428571,0.555803571428571
-1.67954214526761,-1.37383207158156,0.764446978463091,0.561941964285714,0.551897321428571,0.555803571428571
-1.67954214526761,-1.26990902312743,0.868912456268611,0.561941964285714,0.551897321428571,0.555803571428571
-1.67954214526761,-1.16598597467329,0.954450428868993,0.561941964285714,0.551897321428571,0.555803571428571
-1.67954214526761,-1.06206292621916,1.00618777225359,0.561941964285714,0.551897321428571,0.555803571428571
-1.67954214526761,-0.958139877765028,0.99279337699617,0.561941964285714,0.551897321428571,0.555803571428571
-1.67954214526761,-0.854216829310896,0.865263398264028,0.561941964285714,0.551897321428571,0.555803571428571
