"radius","dlat","dlon"
0.06,0.09,0.103923048454133
"lat","lon","alt","red","green","blue"
-1.76954214526761,-2.98463932262062,-0.743914742741467,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.88071627416648,-0.743914742741467,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.77679322571235,-0.743914742741467,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.67287017725822,-0.743914742741467,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.56894712880408,-0.743914742741467,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.46502408034995,-0.15914900386773,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.36110103189582,-0.15914900386773,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.25717798344169,-0.15914900386773,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.15325493498755,-0.15914900386773,0.578125,0.5546875,0.56640625
-1.76954214526761,-2.04933188653342,0.425616735006008,0.578125,0.5546875,0.56640625
-1.76954214526761,-1.94540883807929,0.425616735006008,0.56640625,0.5390625,0.55859375
-1.76954214526761,-1.84148578962516,0.425616735006008,0.56640625,0.5390625,0.55859375
-1.76954214526761,-1.73756274117102,0.425616735006008,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-1.63363969271689,0.425616735006008,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-1.52971664426276,1.01038247387974,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-1.42579359580863,1.01038247387974,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-1.32187054735449,1.01038247387974,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-1.21794749890036,1.01038247387974,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-1.11402445044623,1.01038247387974,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-1.01010140199209,1.01038247387974,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-0.906178353537962,1.01038247387974,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-0.802255305083829,1.01038247387974,0.561941964285714,0.551897321428571,0.555803571428571
-1.76954214526761,-0.698332256629697,0.425616735006008,0.46484375,0.453125,0.43359375
-1.76954214526761,-0.594409208175564,0.425616735006008,0.46484375,0.453125,0.43359375
-1.76954214526761,-0.490486159721431,-0.15914900386773,0.46484375,0.453125,0.43359375
-1.76954214526761,-0.386563111267299,-0.15914900386773,0.46484375,0.453125,0.43359375
